Nombre del Tratado,Bilateral,Lugar de Adopcion,Fecha de Adopcion,Estados-Organismos,Temas,Naturaleza del Tratado,Depositario,Suscribio Por Colombia,Vigente,Fecha Ley Aprobatoria,Numero Ley Aprobatoria,Sentencia Fecha Ley,Sentencia Numero,Decreto Fecha Diario Oficial,Decreto Numero Diario Oficial
"CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO PARA LA DEVOLUCION POR CONDUCTO DEL GOBIERNO DE LA REPUBLICA FEDERAL DE ALEMANIA DE LAS MARCAS, MODELOS Y PATENTES QUE PERTENECIERON A PERSONAS ALEMANAS Y QUE HOY SON PROPIEDAD DEL ESTADO COLOMBIANO.",SI,BONN,27/08/1954,ALEMANIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),JOSE DEL CARMEN MESA PRESIDENTE DE LA DELEGACION COMERCIAL COLOMBIANA,NO,(NO REGISTRA),(NO REGISTRA),27/08/1954,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO DE DONACION DEL OBJETIVO ESTRATEGICO NUMERO 514-009 PARA REINTEGRACION EXITOSA DE PERSONAS INTERNAMENTE DESPLAZADAS Y APOYO A OTROS GRUPOS VULNERABLES ENMIENDA NO. SIETE ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LOS ESTADOS UNIDOS DE AMERICA,SI,BOGOTA,01/08/2008,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),JAIME BERMUDEZ MERIZALDE  - MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),08/08/2008,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO DE DONACION DE OBJETIVOS DE DESARROLLO ENTRE LOS ESTADOS UNIDOS DE AMERICA Y LA REPUBLICA DE COLOMBIA PARA EXTENDER LA PRESENCIA DEL ESTADO RECONCILIACION CRECIMIENTO ECONOMICO DEL CAMPO RECUPERACION AMBIENTAL USAID 514-012 ENMIENDA 15,SI,BOGOTA,31/07/2020,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MINISTRA DE RELACIONES EXTERIORES - CLAUDIA BLUM DE BARBERI,SI,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO PARA EL ESTABLECIMIENTO DE LA ZONA DE INTEGRACION FRONTERIZA PERUANO COLOMBIANA ENTRE LA REPUBLICA DE COLOMBIA Y PERU,SI,LIMA,26/11/2002,PERU,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),CAROLINA BARCO MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),26/11/2002,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENCION MUNDIAL SOBRE EL RECONOCIMIENTO DE LAS CUALIFICACIONES RELATIVAS A LA EDUCACION SUPERIOR,NO,PARIS,25/11/2019,ORGANIZACIÓN DE LAS NACIONES UNIDAS PARA LA EDUCACION LA CIENCIA Y LA CULTURA-UNESCO,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS PARA LA EDUCACION LA CIENCIA Y LA CULTURA-UNESCO,(NO REGISTRA),NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYEN UN ACUERDO RELACIONADO CON UNA DONACION DE EQUIPOS DE COMPUTACION ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA POPULAR DE CHINA,SI,BOGOTA,21/10/2002,CHINA REPUBLICA POPULAR,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),CAROLINA BARCO - MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),21/10/2002,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
PROGRAMA EJECUTIVO DEL ACUERDO CULTURAL ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA LIBANESA PARA LOS AÑOS 2017 - 2020,SI,NUEVA YORK,21/09/2017,LIBANO,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MINISTRA DE RELACIONES EXTERIORES - MARIA ANGELA HOLGUIN CUELLAR,SI,(NO REGISTRA),(NO REGISTRA),30/04/2020,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DE CHILE SOBRE COOPERACION MUTUA PARA LA PREVENCION DEL USO INDEBIDO Y CONTROL DEL TRAFICO ILICITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTROPICAS,SI,BOGOTA,10/03/1997,CHILE,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MARIA EMMA MEJIA VELEZ - MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),10/03/1997,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ENTENDIMIENTO ENTRE LA MANCOMUNIDAD DE AUSTRALIA Y LA REPUBLICA DE COLOMBIA SOBRE LA CONTRATACION DE OCUPACION REMUNERADA POR LOS DEPENDIENTES DE PERSONAL DIPLOMATICO CONSULAR ADMINISTRATIVO Y TECNICO,SI,CANBERRA,04/09/2009,AUSTRALIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),DIEGO BETANCUR EMBAJADOR,SI,(NO REGISTRA),(NO REGISTRA),04/09/2009,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ENTENDIMIENTO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DE ITALIA SOBRE EL ARTICULO V DEL PROTOCOLO ADICIONAL AL ACUERDO DE COOPERACION TECNICA PARA LA REALIZACION DE UN PROGRAMA DE DESARROLLO SANITARIO INTEGRADO EN LA ESMERALDA SUSCRITO EN BOGOTA EL 12 DE JULIO DE 1985,SI,BOGOTA,25/05/1995,ITALIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),RODRIGO PARDO MINISTRO DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),25/05/1995,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA FRANCESA RELATIVO AL PROGRAMA DE VACACIONES Y TRABAJO,SI,BOGOTA,25/06/2015,FRANCIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),(NO REGISTRA),SI,(NO REGISTRA),(NO REGISTRA),01/12/2015,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ESTATUTO MIGRATORIO PERMANENTE ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DEL ECUADOR,SI,BOGOTA,24/08/2000,ECUADOR,(NO REGISTRA),TRATADO,(NO REGISTRA),GUILLERMO FERNANDEZ DE SOTO - MINISTRO DE RELACIONES EXTERIORES,SI,04/07/2008,1203 DE 2008,08/05/2010,C-288/2009,08/06/2010,250 DE 2010
ACUERDO ENTRE LA REPUBLICA DE COLOMBIA Y EL ESTADO DE ISRAEL SOBRE COOPERACION BILATERAL EN INVESTIGACION Y DESARROLLO INDUSTRIAL,SI,BOGOTA,16/12/2015,ISRAEL,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MINISTRA DE RELACIONES EXTERIORES - MARIA ANGELA HOLGUIN CUELLAR,SI,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO DE DONACION DE OBJETIVOS DE DESARROLLO ENTRE LOS ESTADOS UNIDOS DE AMERICA Y LA REPUBLICA DE COLOMBIA PARA EXTENDER LA PRESENCIA DEL ESTADO RECONCILIACION CRECIMIENTO ECONOMICO DEL CAMPO RECUPERACION AMBIENTAL USAID 514-012 ENMIENDA 16,SI,BOGOTA,01/07/2020,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MINISTRA DE RELACIONES EXTERIORES - CLAUDIA BLUM DE BARBERI,SI,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
PROTOCOLO DE COLABORACION ENTRE EL MINISTERIO DE RELACIONES EXTERIORES DE LA REPUBLICA DE COLOMBIA Y EL MINISTERIO DE RELACIONES EXTERIORES DE LA REPUBLICA DE BELARUS,SI,CARTAGENA,19/05/1998,BELARUS,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),CAMILO REYES MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),19/05/1998,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO DE COOPERACION POLICIAL APLICABLE A LOS ESPACIOS FRONTERIZOS ENTRE LOS ESTADOS PARTES DEL MERCOSUR,NO,BENTO GONCALVEZ,05/12/2019,MERCADO COMUN DEL SUR-MERCOSUR,(NO REGISTRA),TRATADO,MERCADO COMUN DEL SUR-MERCOSUR,(NO REGISTRA),NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
MEMORANDO DE ENTENDIMIENTO SOBRE TEXTILES (CATEGORIA 352/652 ROPA INTERIOR DE FIBRA DE ALGODON Y ARTIFICIAL) CELEBRADO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LOS ESTADOS UNIDOS DE AMERICA,SI,WASHINGTON DC,27/06/1995,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),DANIEL MAZUERA GOMEZ MINISTRO DE COMERCIO,SI,(NO REGISTRA),(NO REGISTRA),27/06/1995,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO DE COOPERACION ECONOMICA Y TECNICA ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA POPULAR CHINA,SI,BEIJING,09/05/2012,CHINA REPUBLICA POPULAR,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MARIA ANGELA HOLGUIN CUELLAR MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),09/05/2012,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
MEMORANDO DE ENTENDIMIENTO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE IRLANDA SOBRE EL EMPLEO DE LOS DEPENDIENTES DE EMPLEADOS ASIGNADOS EN MISION OFICIAL EN EL ESTADO DE LA OTRA PARTE,SI,DUBLIN,16/09/2019,IRLANDA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MINISTRO DE RELACIONES EXTERIORES - CARLOS HOLMES TRUJILLO GARCIA,SI,(NO REGISTRA),(NO REGISTRA),16/09/2019,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO DE RECONOCIMIENTO MUTUO DE CERTIFICADOS DE FIRMA DIGITAL DE MERCOSUR,NO,BENTO GONCALVEZ,05/12/2019,MERCADO COMUN DEL SUR-MERCOSUR,(NO REGISTRA),TRATADO,MERCADO COMUN DEL SUR-MERCOSUR,(NO REGISTRA),NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO RELACIONADO CON LA DONACION DE 10.000.000 DE YUANES RENMINBI ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA POPULAR CHINA,SI,BOGOTA,09/11/1995,CHINA REPUBLICA POPULAR,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),RODRIGO PARDO - MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),09/11/1995,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ENMIENDA 7 AL ANEXO AL ACUERDO GENERAL PARA ASISTENCIA ECONOMICA TECNICA Y AFIN ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LOS ESTADOS UNIDOS DE AMERICA,SI,BOGOTA,25/07/2008,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),JAIME BERMUDEZ MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),25/07/2008,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO PARA LA SUPRESION DE VISAS EN LOS PASAPORTES DIPLOMATICOS OFICIALES Y ORDINARIOS ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DEL PERU,SI,BOGOTA,23/01/1970,PERU,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),(NO REGISTRA),SI,(NO REGISTRA),(NO REGISTRA),23/01/1970,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA FEDERATIVA DEL BRASIL SOBRE PERMISO DE RESIDENCIA ESTUDIO Y TRABAJO PARA LOS NACIONALES FRONTERIZOS BRASILEÑOS Y COLOMBIANOS ENTRE LAS LOCALIDADES FRONTERIZAS VINCULADAS,SI,BRASILIA,01/09/2010,BRASIL,(NO REGISTRA),TRATADO,(NO REGISTRA),MARIA ANGELA HOLGUIN - MINISTRA DE RELACIONES EXTERIORES,NO,16/07/2013,1664 DE 2013,(NO REGISTRA),C-217 DE 2015,(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYEN UN ACUERDO SOBRE EL PROYECTO REHABILITACION DE LA CIENAGA GRANDE DE SANTA MARTA ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA FEDERAL DE ALEMANIA,SI,BOGOTA,06/12/1999,ALEMANIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),GUILLERMO FERNANDEZ DE SOTO - MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),06/12/1999,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
"CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO PARA LAS INVERSIONES EN COLOMBIA DE CONFORMIDAD  AL  RESULTADO DEL DESAROLLO DE LOS RECURSOS ECONOMICOS Y SU CAPACACIDAD PRODUCTIVA, Y A LAS GARANTIAS DE DICHAS INVERSIONES POR PARTE DEL GOBIERNO DE LOS ESTADOS UNIDOS DE AMERICA",SI,BOGOTA,05/10/1962,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),EDUARDO URIBE BOTERO MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),05/10/1962,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
TRATADO SOBRE LA PROHIBICION DE LAS ARMAS NUCLEARES,NO,NUEVA YORK,07/07/2017,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,EMBAJADOR Y REPRESENTANTE PERMANENTE (E) DE COLOMBIA ANTE LA ONU - FRANCISCO ALBERTO GONZALEZ,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE EL GOBIERNO DE LOS ESTADOS UNIDOS DE AMERICA Y EL GOBIERNO DE LA REPUBLICA DE COLOMBIA PARA ENMENDAR EL ACUERDO RELACIONADO CON EL PROGRAMA DE SUPRESION DEL TRAFICO ILICITO AEREO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTROPICAS (DENEGACION DE PUENTES AEREOS -ABD POR SUS SIGLAS EN INGLES),SI,BOGOTA,25/08/2012,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),JUAN CARLOS PINZON BUENO - MINISTRO DE DEFENSA NACIONAL,SI,(NO REGISTRA),(NO REGISTRA),25/08/2012,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE EL MINISTERIO DE RELACIONES EXTERIORES DE LA REPUBLICA DE COLOMBIA Y EL MINISTERIO DE RELACIONES EXTERIORES DE LA REPUBLICA DEL PARAGUAY PARA EL ESTABLECIMIENTO DE UN MECANISMO BILATERAL DE DIALOGO Y COOPERACION EN MATERIA DE DERECHOS HUMANOS,SI,CARTAGENA DE INDIAS,24/04/2022,PARAGUAY,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MARTA LUCIA RAMIREZ - MINISTRA DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
TRATADO SOBRE TRASLADO DE PERSONAS CONDENADAS PARA EJECUCION DE SENTENCIAS PENALES ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DE COSTA RICA,SI,BOGOTA,15/03/1996,COSTA RICA,(NO REGISTRA),TRATADO,(NO REGISTRA),RODRIGO PARDO GARCIA-PEÑA MINISTRO DE RELACIONES EXTERIORES,SI,16/09/1997,404 DE 1997,28/09/2009,C-226/1998,05/11/2009,4308 DE 2009
ACUERDO COMPLEMENTARIO DE COOPERACION TECNICA Y CIENTIFICA ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA FRANCESA EN EL CAMPO DE LA COOPERACION UNIVERSITARIA,SI,BOGOTA,19/09/1996,FRANCIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MARIA EMMA MEJIA MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),19/09/1996,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
"ACUERDO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DE BELARUS SOBRE EXENCION DE VISAS PARA TITULARES DE PASAPORTES DIPLOMATICOS, OFICIALES Y DE SERVICIO",SI,BOGOTA.,16/11/2018,BELARUS,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),VICEMINISTRA DE RELACIONES EXTERIORES ENCARGADA DE LAS FUNCIONES DEL DESPACHO DEL MINISTRO DE RELACIONES EXTERIORES - LUZ STELLA JARA PORTILLA,SI,(NO REGISTRA),(NO REGISTRA),02/01/2020,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ENMIENDA 15 AL ANEXO AL ACUERDO GENERAL PARA ASISTENCIA ECONOMICA TECNICA Y AFIN ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LOS ESTADOS UNIDOS DE AMERICA,SI,BOGOTA,08/07/2010,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),CLEMENCIA FORERO MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),08/07/2010,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE LE GOBIERNO DE LA REPUBLICA DE ARGENTINA Y EL GOBIERNO DE LA REPUBLICA DE COLOMBIA SOBRE LA IMPLEMENTACION DE UN  MECANISMO DE INTERCAMBIO DE INFORMACION MIGRATORIA,SI,BOGOTA,07/04/2014,ARGENTINA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MINISTRA DE RELACIONES EXTERIORES - MARIA ANGELA HOLGUIN CUELLAR,SI,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
TRATADO RELATIVO A LA TRANSMISION ELECTRONICA DE SOLICITUDES DE COOPERACION JURIDICA INTERNACIONAL ENTRE AUTORIDADES CENTRALES,NO,MEDELLIN,25/07/2019,CONFERENCIA DE MINISTROS DE JUSTICIA DE LOS PAÍSES IBEROAMERICANOS–COMJIB,(NO REGISTRA),TRATADO,CONFERENCIA DE MINISTROS DE JUSTICIA DE LOS PAÍSES IBEROAMERICANOS–COMJIB,MARGARITA CABELLO BLANCO - MINISTRA DE LA JUSTICIA Y DEL DERECHO,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYEN UN ACUERDO SOBRE EL PROYECTO DE CREACION DE UN CENTRO DE CALIDAD Y METROLOGIA ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA FEDERAL DE ALMENANIA,SI,BOGOTA,31/05/1993,ALEMANIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),NOEMI SANIN DE RUBIO - MISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),31/05/1993,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO DE COOPERACION ECONOMICA Y TECNICA ENTRE EL GOBIERNO DE LA REPUBLICA POPULAR CHINA Y EL GOBIERNO DE LA REPUBLICA DE COLOMBIA,SI,BOGOTA,26/12/2011,CHINA REPUBLICA POPULAR,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MARIA ANDREA ALBAN DURAN - DIRECTORA DE COOPERACION INTERNACIONAL ENCARGADA DE LAS FUNCIONES DE DESPACHO DE LA VICEMINISTRA DE ASUNTOS MULTILATERALES,SI,(NO REGISTRA),(NO REGISTRA),26/12/2011,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
PRIMER PROTOCOLO MODIFICATORIO DEL PROTOCOLO ADICIONAL AL ACUERDO MARCO DE LA ALIANZA DEL PACIFICO,NO,"PARACAS, ICA",03/07/2015,COLOMBIACHILEPERUMEXICO,(NO REGISTRA),TRATADO,COLOMBIA,CECILIA ALVAREZ CORREA GLEN - MINISTRA DE COMERCIO INDUSTRIA Y TURISMO,SI,07/06/2018,LEY 1898,01/04/2020,C-347,(NO REGISTRA),(NO REGISTRA)
"CONVENIO COMPLEMENTARIO DEL ACUERDO BASICO DE COOPERACION TECNICA ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA FEDERATIVA DEL BRASIL, SOBRE COOPERACION TECNICA, CIENTIFICA Y TECNOLOGICA EN EL AREA DE SANEAMIENTO BASICO Y PROTECCION DEL MEDIO AMBIENTE",SI,BRASILIA,02/09/1981,BRASIL,(NO REGISTRA),TRATADO,(NO REGISTRA),CARLOS LEMOS - MINSTRO DE RELACIONES EXTERIORES,SI,31/01/1986,27 DE 1986,27/02/1986,(NO REGISTRA),04/06/1987,1034 DE 1987
SEGUNDO PROTOCOLO MODIFICATORIO DEL PROTOCOLO ADICIONAL AL ACUERDO MARCO DE LA ALIANZA DEL PACIFICO,NO,PUERTO VARAS,01/07/2016,COLOMBIACHILEPERUMEXICO,(NO REGISTRA),TRATADO,COLOMBIA,MINISTRA DE COMERCIO INDUSTRIA Y TURISMO - MARIA CLAUDIA LACOUTURE PINEDO,SI,07/06/2018,LEY 1898,01/04/2020,C-347,(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYEN UN ACUERDO SOBRE LAS COMPLEMENTACIONES AL ACUERDO BINACIONAL SOBRE EXENCION DE VISADO A LOS TITULARES DE PASAPORTES DIPLOMATICOS,SI,BEIJING,14/10/1991,CHINA REPUBLICA POPULAR,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),LUIS FERNANDO JARAMILLO - MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),14/12/1991,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
"ACUERDO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DEL LIBANO SOBRE EXENCION DE VISADO PARA TITULARES DE PASAPORTES DIPLOMATICOS OFICIALES, ESPECIALES Y DE SERVICIO",SI,BOGOTA,26/02/2015,LIBANO,(NO REGISTRA),TRATADO,(NO REGISTRA),MINISTRA DE RELACIONES EXTERIORES - MARIA ANGELA HOLGUIN CUELLAR,SI,(NO REGISTRA),(NO REGISTRA),28/04/2016,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA FEDERATIVA DEL BRASIL SOBRE COOPERACION EN MATERIA DE LA DEFENSA,SI,BOGOTA,19/07/2008,BRASIL,(NO REGISTRA),TRATADO,(NO REGISTRA),JUAN MANUEL SANTOS - MINISTRO DE DEFENSA NACIONAL,SI,06/02/2012,1517 DE 2012,28/02/2014,C-819 DE 2012,25/02/2015,0341
ACUERDO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DEL PERU MODIFICATORIO DEL CONVENIO BOLIVARIANO DE EXTRADICION FIRMADO EL 18 DE JULIO DE 1911,SI,LIMA,22/10/2004,PERU,(NO REGISTRA),TRATADO,(NO REGISTRA),CAROLINA BARCO - MINISTRA DE RELACIONES EXTERIORES,SI,05/01/2009,1278 DE 2009,16/06/2010,C-011/2010,02/02/2011,244 DE 2011
ACUERDO ADMINISTRATIVO ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA DE HONDURAS PARA LA PREVENCION EL CONTROL Y LA REPRESION DEL USO Y TRAFICO ILICITOS DE SUSTANCIAS ESTUPEFACIENTES Y PSICOTROPICAS,SI,BOGOTA,04/03/1980,HONDURAS,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),DIEGO URIBE VARGAS MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),04/03/1980,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
